,Week,Revenue A,Revenue B,Revenue C,Payroll,Payroll Taxes,Pension Contribution,Benefits Contribution,EHT,Fixed OpEx,Variable OpEx,CapEx,Ending Balance
27,2024-10-11,223459.51,0.0,349675.03,-168690.27,-72593.62,-25326.05,-0.0,-0.0,-135566.6,-44533.67,-0.0,1185335.11
28,2024-10-18,183201.45,218229.31,45175.87,-0.0,-0.0,-0.0,-0.0,-0.0,-141964.94,-18795.88,-0.0,1471180.92
29,2024-10-25,202929.02,0.0,181563.69,-168411.35,-68201.26,-23634.11,-0.0,-0.0,-140001.42,-255065.87,-0.0,1200359.62
30,2024-11-01,150000.0,201332.89,124238.32,-0.0,-0.0,-0.0,-28285.41,-7075.97,-145929.68,-32471.53,-0.0,1462168.24
31,2024-11-08,224607.95,0.0,89338.73,-167924.23,-73266.61,-23993.53,-0.0,-0.0,-145618.97,-73652.03,-0.0,1291659.55
32,2024-11-15,190568.32,182035.29,109583.26,-0.0,-0.0,-0.0,-0.0,-0.0,-148287.4,-15832.28,-0.0,1609726.74
33,2024-11-22,247563.9,0.0,268803.12,-157933.57,-64429.55,-22800.61,-0.0,-0.0,-157419.59,-229774.02,-0.0,1493736.42
34,2024-11-29,179589.13,0.0,84688.86,-0.0,-0.0,-0.0,-0.0,-0.0,-150560.92,-115119.32,-0.0,1492334.17
35,2024-12-06,163147.84,183402.27,87594.37,-185194.26,-77450.27,-25631.81,-39172.82,-10508.73,-119901.58,-239902.43,-0.0,1228716.75
36,2024-12-13,180256.95,0.0,98492.47,-0.0,-0.0,-0.0,-0.0,-0.0,-168068.92,-93314.31,-0.0,1246082.94
37,2024-12-20,205442.16,159898.36,105263.1,-148447.69,-64800.36,-19963.89,-0.0,-0.0,-156934.31,-100300.23,-0.0,1226240.08
38,2024-12-27,226346.67,0.0,143881.49,-0.0,-0.0,-0.0,-0.0,-0.0,-167196.7,-29606.73,-0.0,1399664.81
39,2025-01-03,170780.26,180426.45,190350.44,-146242.02,-63029.69,-21852.36,-23908.06,-5852.91,-149321.06,-53428.84,-0.0,1477587.02
40,2025-01-10,189738.94,0.0,43199.1,-0.0,-0.0,-0.0,-0.0,-0.0,-157529.34,-31683.0,-0.0,1521312.72
41,2025-01-17,156054.69,188764.35,62614.15,-161131.32,-71543.56,-23388.3,-0.0,-0.0,-175897.95,-117220.46,-0.0,1379564.32
42,2025-01-24,193682.92,0.0,35773.66,-0.0,-0.0,-0.0,-0.0,-0.0,-130625.58,-60966.33,-0.0,1417428.99
43,2025-01-31,224535.49,0.0,37561.57,-156821.38,-67427.21,-21045.18,-0.0,-0.0,-135765.24,-17345.53,-0.0,1281121.51
44,2025-02-07,185690.92,206443.11,28958.08,-0.0,-0.0,-0.0,-25421.01,-6110.45,-138360.75,-138286.09,-0.0,1394035.32
45,2025-02-14,198348.73,0.0,93069.32,-138762.02,-63437.02,-20849.34,-0.0,-0.0,-155728.42,-14152.58,-0.0,1292523.99
46,2025-02-21,195030.48,186290.04,54048.09,-0.0,-0.0,-0.0,-0.0,-0.0,-145707.29,-91799.93,-0.0,1490385.38
47,2025-02-28,204563.54,0.0,16802.97,-142997.64,-62095.07,-21682.06,-0.0,-0.0,-143359.3,-45764.88,-0.0,1295852.94
48,2025-03-07,227680.4,201481.04,67253.76,-0.0,-0.0,-0.0,-22311.48,-5501.9,-139087.19,-110179.3,-0.0,1515188.27
49,2025-03-14,205124.48,0.0,92035.05,-193099.23,-78626.73,-27668.42,-0.0,-0.0,-145228.78,-128696.54,-0.0,1239028.1
50,2025-03-21,235095.13,230966.39,93195.11,-0.0,-0.0,-0.0,-0.0,-0.0,-158187.2,-31626.85,-0.0,1608470.68
51,2025-03-28,209269.96,0.0,427532.01,-149283.04,-66726.83,-20716.52,-0.0,-0.0,-155232.28,-132102.88,-0.0,1721211.1
52,2025-04-04,189691.32,219066.13,27939.42,-0.0,-0.0,-0.0,-26024.84,-6666.64,-148064.62,-77960.76,-0.0,1899191.11
53,2025-04-11,199889.57,0.0,52381.77,-153110.57,-64543.5,-21400.37,-0.0,-0.0,-150567.49,-28652.64,-0.0,1733187.88
54,2025-04-18,181287.01,189360.83,51850.95,-0.0,-0.0,-0.0,-0.0,-0.0,-147721.3,-96272.79,-0.0,1911692.58
55,2025-04-25,200949.4,0.0,49910.48,-139605.43,-59666.43,-19519.04,-0.0,-0.0,-170842.57,-44947.77,-0.0,1727971.22
56,2025-05-02,182635.18,188302.32,49171.42,-0.0,-0.0,-0.0,-24450.17,-5818.03,-144416.72,-26615.47,-0.0,1946779.75
57,2025-05-09,222830.04,0.0,72347.05,-144952.98,-60217.26,-21628.21,-0.0,-0.0,-154905.7,-280790.14,-0.0,1579462.55
58,2025-05-16,185946.57,185341.1,158856.81,-0.0,-0.0,-0.0,-0.0,-0.0,-142207.15,-128472.05,-0.0,1838927.83
59,2025-05-23,153581.32,0.0,33962.91,-155354.2,-64914.18,-21903.33,-0.0,-0.0,-139327.87,-54928.32,-0.0,1590044.16
60,2025-05-30,212067.19,0.0,15584.03,-0.0,-0.0,-0.0,-0.0,-0.0,-143195.17,-226079.85,-0.0,1448420.36
61,2025-06-06,212265.94,193879.56,99622.58,-137282.45,-61455.58,-20885.52,-33924.11,-8385.26,-141937.34,-22961.04,-0.0,1527357.14
62,2025-06-13,207198.77,0.0,19329.6,-0.0,-0.0,-0.0,-0.0,-0.0,-150555.81,-52079.81,-0.0,1551249.89
63,2025-06-20,180508.08,192948.94,173653.14,-148495.11,-65555.79,-22123.45,-0.0,-0.0,-127132.28,-156038.34,-0.0,1579015.08
64,2025-06-27,207302.55,0.0,38506.84,-0.0,-0.0,-0.0,-0.0,-0.0,-145161.52,-38796.78,-0.0,1640866.17
65,2025-07-04,213153.28,203267.34,116812.81,-160692.3,-66750.07,-22969.73,-25580.88,-6365.59,-159407.74,-40634.76,-0.0,1691698.53
66,2025-07-11,194461.32,0.0,35284.9,-0.0,-0.0,-0.0,-0.0,-0.0,-149865.78,-60730.39,-0.0,1710848.58
67,2025-07-18,182421.27,216464.93,17821.6,-138102.62,-59240.73,-21006.98,-0.0,-0.0,-152383.48,-32813.1,-0.0,1724009.47
68,2025-07-25,199786.22,0.0,101212.62,-0.0,-0.0,-0.0,-0.0,-0.0,-143383.27,-107302.24,-0.0,1774322.8
69,2025-08-01,193160.37,204117.57,44783.66,-146789.11,-65351.11,-21558.76,-22840.13,-5567.73,-159477.21,-91182.45,-0.0,1703617.9
70,2025-08-08,210404.55,0.0,59305.95,-0.0,-0.0,-0.0,-0.0,-0.0,-147574.78,-24885.68,-0.0,1800867.94
71,2025-08-15,221843.38,206828.94,39282.93,-154185.31,-67202.43,-21737.48,-0.0,-0.0,-143750.86,-320481.75,-0.0,1561465.36
72,2025-08-22,184487.92,0.0,70341.24,-0.0,-0.0,-0.0,-0.0,-0.0,-160927.93,-118402.06,-0.0,1536964.53
73,2025-08-29,198596.55,0.0,101214.25,-150723.9,-61996.89,-20715.02,-0.0,-0.0,-140643.45,-165421.32,-0.0,1297274.75
74,2025-09-05,184672.52,209017.12,51152.83,-0.0,-0.0,-0.0,-23216.77,-6263.34,-166516.17,-21267.37,-0.0,1524853.57
75,2025-09-12,204144.74,0.0,41246.68,-149411.4,-65612.76,-20419.56,-0.0,-0.0,-145870.52,-75085.45,-0.0,1313845.3
76,2025-09-19,224579.1,204848.81,71758.09,-0.0,-0.0,-0.0,-0.0,-0.0,-141940.65,-27982.61,-0.0,1645108.04
77,2025-09-26,227389.56,0.0,20858.98,-157301.17,-66423.86,-22181.78,-0.0,-0.0,-162562.62,-65037.18,-0.0,1419849.97
78,2025-10-03,205537.4,207714.25,72941.45,-0.0,-0.0,-0.0,-24337.08,-5912.76,-156589.02,-43145.86,-0.0,1676058.35
79,2025-10-10,192141.82,0.0,271740.94,-159710.37,-74230.45,-22749.01,-0.0,-0.0,-152080.9,-53213.7,-0.0,1677956.68
80,2025-10-17,220155.12,205101.49,42529.43,-0.0,-0.0,-0.0,-0.0,-0.0,-133345.36,-190797.98,-0.0,1821599.38
81,2025-10-24,196799.01,0.0,31484.83,-147049.24,-62310.98,-20490.45,-0.0,-0.0,-159382.48,-5034.93,-0.0,1655615.14
82,2025-10-31,215504.51,0.0,13806.01,-0.0,-0.0,-0.0,-0.0,-0.0,-136593.81,-28118.46,-0.0,1720213.39
83,2025-11-07,212965.1,184950.08,40450.47,-154037.91,-64492.42,-22574.76,-36845.57,-9305.78,-159166.42,-44014.04,-0.0,1668142.14
84,2025-11-14,198595.02,0.0,57460.25,-0.0,-0.0,-0.0,-0.0,-0.0,-128893.57,-64239.46,-0.0,1731064.38
85,2025-11-21,193760.89,153521.94,431225.35,-152919.99,-63454.5,-22326.94,-0.0,-0.0,-144298.59,-42870.05,-0.0,2083702.49
86,2025-11-28,204445.94,0.0,20338.44,-0.0,-0.0,-0.0,-0.0,-0.0,-144078.82,-101729.69,-0.0,2062678.36
87,2025-12-05,202815.3,224186.87,48518.57,-149815.84,-63753.02,-20508.12,-23236.87,-5881.61,-157774.57,-130727.8,-0.0,1986501.27
88,2025-12-12,193493.27,0.0,48977.39,-0.0,-0.0,-0.0,-0.0,-0.0,-144755.93,-47640.62,-0.0,2036575.38
89,2025-12-19,218121.4,198482.72,142988.98,-166781.29,-67617.58,-22846.44,-0.0,-0.0,-149581.78,-60031.97,-0.0,2129309.42
90,2025-12-26,200584.27,0.0,76306.69,-0.0,-0.0,-0.0,-0.0,-0.0,-150408.47,-9105.97,-0.0,2246685.94
91,2026-01-02,217889.13,210829.79,112303.04,-146613.09,-64758.42,-22628.59,-25207.59,-6544.3,-150799.08,-58241.89,-0.0,2312914.94
92,2026-01-09,167767.01,0.0,44689.39,-0.0,-0.0,-0.0,-0.0,-0.0,-146397.0,-104768.74,-0.0,2274205.6
93,2026-01-16,228801.07,221875.39,174962.88,-159000.51,-69081.13,-24622.4,-0.0,-0.0,-140278.33,-17517.93,-0.0,2489344.64
94,2026-01-23,197542.21,0.0,92108.16,-0.0,-0.0,-0.0,-0.0,-0.0,-149399.24,-102392.75,-0.0,2527203.02
95,2026-01-30,185540.97,173068.88,117121.53,-156975.87,-63411.69,-21054.89,-25709.51,-6449.7,-144301.07,-159734.99,-0.0,2425296.68
